transaction_amount,transaction_time,customer_age,distance_from_home,previous_fraud_history,merchant_risk_score,num_transactions_last_24hrs,account_type,region,transaction_method,fraud_label
15.11,10,38,32.89,0,0.63,3,Savings,Central,ATM,0
345.04,23,36,3.96,1,0.89,3,Savings,West,POS,0
245.0,22,63,1.77,0,0.72,6,Business,West,Mobile Banking,0
16.97,15,28,10.39,0,0.63,3,Savings,East,Online,0
17.73,18,61,25.0,1,0.21,1,Savings,North,ATM,0
863.09,1,28,15.95,0,0.82,3,Savings,Central,POS,0
93.77,14,28,15.21,0,0.56,3,Savings,Central,Mobile Banking,0
92.61,2,39,0.26,0,0.11,1,Savings,Central,ATM,0
335.12,3,38,5.73,0,0.94,2,Savings,East,Online,0
588.43,19,44,42.08,0,0.99,4,Savings,West,Mobile Banking,0
853.75,21,35,2.16,0,0.54,0,Savings,West,Mobile Banking,0
279.98,6,59,19.44,0,0.78,5,Savings,North,ATM,0
94.4,11,65,21.36,0,0.58,1,Savings,South,POS,0
17.44,3,57,19.8,0,0.42,0,Savings,North,ATM,0
300.25,9,55,68.04,1,0.41,3,Savings,West,Online,1
163.47,5,47,7.89,0,0.96,2,Current,West,Online,0
110.41,21,68,17.19,0,0.37,3,Savings,Central,POS,0
473.65,13,62,3.23,0,0.49,4,Current,South,Online,0
23.58,2,64,7.66,1,0.25,3,Savings,Central,POS,0
135.7,16,62,10.15,0,0.25,1,Savings,South,Online,0
2.28,10,50,3.63,0,0.36,3,Savings,East,Mobile Banking,0
126.47,9,38,35.6,0,0.92,5,Savings,Central,POS,0
11.59,20,19,18.89,1,0.4,5,Business,North,ATM,0
25.3,9,30,5.01,0,0.55,3,Savings,North,Online,0
25.01,9,19,2.17,1,0.55,2,Current,East,Online,0
209.51,2,74,5.09,0,0.58,2,Savings,South,Online,0
274.12,23,60,14.63,0,0.82,3,Savings,South,Online,0
175.11,14,62,26.27,1,0.9,4,Current,Central,Online,1
654.94,16,48,10.49,0,0.21,1,Savings,North,POS,0
93.96,17,27,1.62,0,0.86,6,Savings,East,ATM,0
67.29,18,40,4.3,0,0.55,4,Savings,West,Online,0
405.9,18,39,6.35,0,0.92,1,Savings,East,Online,0
50.62,11,64,15.16,0,0.92,2,Savings,Central,Mobile Banking,0
660.57,23,46,4.25,0,0.39,6,Savings,South,Online,0
2.45,4,50,4.0,0,0.65,2,Current,North,Online,0
700.51,23,48,5.06,0,0.87,2,Current,Central,ATM,0
8.82,15,31,13.47,0,0.38,4,Business,North,Online,0
443.54,14,27,10.18,0,0.04,6,Savings,North,POS,0
150.03,14,35,27.64,1,0.36,2,Savings,South,POS,0
991.37,5,28,17.96,0,0.37,2,Savings,West,POS,0
15.33,11,56,16.49,0,0.81,3,Current,South,Online,0
161.42,1,64,2.52,0,0.31,5,Business,South,Online,0
696.72,19,20,0.85,0,0.89,2,Savings,Central,POS,0
148.09,8,19,10.7,0,0.55,6,Savings,South,Online,0
198.53,3,71,1.12,0,0.59,1,Savings,North,Online,0
237.98,4,25,6.79,0,0.81,2,Savings,East,POS,0
121.23,20,48,0.4,0,0.13,4,Current,South,Mobile Banking,0
197.53,7,25,2.92,0,0.02,4,Savings,West,Mobile Banking,0
175.57,21,60,1.75,0,0.06,6,Current,North,ATM,0
462.85,9,65,24.22,0,0.03,7,Current,North,Online,0
9.3,6,19,6.37,0,0.7,3,Savings,East,POS,0
65.97,21,39,1.23,1,0.24,3,Savings,South,Mobile Banking,0
600.8,13,22,4.63,0,0.86,1,Savings,North,POS,0
441.94,4,24,17.22,0,0.88,2,Savings,West,POS,0
121.64,15,37,20.53,0,0.36,4,Current,North,Online,0
193.59,14,45,1.92,0,0.19,2,Savings,Central,ATM,0
64.97,4,30,22.61,0,0.5,2,Savings,East,ATM,0
41.68,2,19,6.94,0,0.82,8,Savings,North,Online,0
124.61,22,49,17.06,0,0.68,3,Savings,East,Online,0
87.19,9,43,16.7,0,0.03,2,Current,Central,POS,0
175.25,4,20,23.67,0,0.01,5,Current,North,Online,0
16.18,22,58,17.92,0,0.11,3,Savings,West,Mobile Banking,0
732.99,14,59,0.59,0,0.34,1,Savings,North,Online,0
856.77,17,73,10.99,0,0.54,0,Savings,North,Mobile Banking,0
239.57,7,30,2.73,0,0.82,1,Current,West,Online,0
153.62,20,74,52.58,0,0.14,9,Savings,South,POS,0
74.08,1,38,4.43,0,0.15,4,Business,Central,Mobile Banking,0
336.18,21,62,8.17,0,0.86,5,Savings,South,Online,0
230.87,7,54,3.29,0,0.92,1,Current,West,ATM,0
35.49,22,40,2.17,0,0.55,1,Savings,Central,POS,0
483.66,7,24,13.78,0,0.78,4,Savings,East,POS,0
345.8,3,34,10.19,1,0.34,4,Savings,North,POS,0
598.35,18,45,7.04,0,0.95,0,Savings,North,POS,0
258.72,22,64,1.34,0,0.9,3,Savings,East,ATM,0
190.08,17,47,19.97,0,0.85,1,Savings,South,Online,0
108.34,20,22,0.09,0,0.01,2,Current,West,Mobile Banking,0
539.8,22,41,9.18,0,0.52,1,Current,East,Mobile Banking,0
402.08,0,24,15.02,0,0.03,4,Savings,East,POS,0
9.25,19,51,8.45,0,0.68,4,Savings,South,POS,0
5.34,14,73,2.02,0,0.18,6,Savings,Central,ATM,0
94.47,17,67,22.59,0,0.64,0,Savings,Central,Online,0
332.73,21,59,5.87,0,0.1,5,Current,North,POS,0
872.86,11,50,2.17,0,0.76,2,Savings,North,Online,1
32.6,0,44,11.99,0,0.73,3,Current,North,POS,0
180.34,6,31,0.29,1,0.0,3,Savings,North,ATM,0
95.89,18,36,5.87,0,0.79,2,Current,North,POS,0
700.74,0,65,20.83,0,0.16,4,Savings,East,ATM,0
369.18,23,68,36.58,0,0.11,2,Savings,South,Online,0
364.44,6,55,13.44,0,0.5,2,Savings,North,POS,0
126.48,1,29,3.68,0,0.59,1,Savings,North,Mobile Banking,0
107.17,6,20,3.73,0,0.1,4,Business,South,Online,0
63.88,18,24,13.89,0,0.3,5,Business,South,POS,0
11.61,12,73,7.83,0,0.41,1,Savings,Central,Mobile Banking,0
400.09,23,52,2.93,0,0.94,3,Savings,Central,Mobile Banking,0
335.22,4,42,23.22,0,0.25,3,Current,Central,ATM,0
1634.49,22,66,3.35,0,0.26,4,Savings,Central,POS,0
1138.97,18,32,5.82,1,0.66,2,Savings,Central,Online,1
162.13,0,36,0.95,0,0.73,5,Savings,East,Mobile Banking,0
293.06,0,36,18.13,1,0.01,5,Business,South,Online,1
579.23,17,40,4.83,1,0.13,3,Savings,South,POS,0
378.95,23,28,3.98,0,0.36,2,Current,North,Online,0
56.83,0,38,5.42,0,0.63,3,Current,South,Mobile Banking,0
119.77,4,69,31.09,0,0.13,3,Current,West,POS,0
27.66,8,51,10.95,0,0.36,2,Savings,Central,Mobile Banking,0
616.04,11,56,2.58,0,0.08,2,Current,West,POS,0
186.37,8,68,22.34,0,0.57,5,Current,West,ATM,0
51.92,17,24,3.51,0,0.43,3,Current,North,ATM,0
222.77,22,59,7.98,0,0.79,3,Savings,West,Mobile Banking,0
192.53,10,61,12.59,1,0.57,1,Current,East,Online,0
88.68,0,72,13.17,0,0.66,3,Savings,West,POS,0
24.11,18,44,1.07,0,0.67,4,Current,Central,ATM,0
222.69,21,67,27.19,1,0.59,4,Current,North,Mobile Banking,0
146.92,9,40,9.79,0,0.02,2,Current,East,ATM,0
295.96,1,55,68.01,0,0.83,4,Savings,East,POS,0
146.86,6,37,18.96,0,0.92,4,Savings,North,POS,0
382.35,19,44,73.53,0,0.53,5,Savings,West,Online,0
160.55,1,70,9.06,0,0.11,4,Savings,South,Online,0
164.62,18,25,2.28,0,0.65,4,Savings,Central,Mobile Banking,0
418.55,5,54,19.49,0,0.36,3,Savings,West,Online,0
103.33,9,20,22.56,0,0.07,4,Current,Central,ATM,0
28.78,8,19,28.74,0,0.85,2,Savings,Central,ATM,0
5.84,7,39,5.38,0,0.71,3,Business,West,Mobile Banking,0
281.41,10,23,10.72,0,0.8,2,Business,West,Online,1
193.68,8,56,29.23,1,0.8,1,Current,East,Mobile Banking,0
243.53,19,57,30.01,0,0.36,3,Savings,North,POS,0
47.9,19,53,0.39,0,0.48,1,Current,Central,Online,0
29.32,8,61,16.67,0,0.23,2,Current,West,Online,0
2.93,7,41,13.81,0,0.75,3,Savings,East,Online,0
86.34,14,29,1.31,0,0.52,4,Savings,North,POS,0
178.28,1,34,39.92,0,0.65,3,Savings,West,ATM,0
99.6,23,39,8.84,0,0.36,3,Business,South,POS,0
115.06,0,71,16.82,1,0.68,3,Savings,East,Online,0
469.01,8,36,32.16,1,0.67,4,Current,East,Mobile Banking,0
85.62,8,26,2.09,0,0.77,2,Savings,Central,POS,0
144.31,12,29,29.05,0,0.16,5,Business,Central,Online,0
306.17,7,49,19.33,1,0.62,6,Savings,East,Online,0
101.02,20,70,27.45,0,0.88,2,Current,West,POS,0
194.62,4,48,10.24,0,0.09,8,Savings,North,POS,0
396.63,2,34,0.51,0,0.96,3,Current,South,POS,0
597.24,20,40,16.65,0,0.21,3,Current,West,Online,0
31.82,3,27,7.04,0,0.94,4,Savings,South,Online,0
522.33,16,47,7.72,1,0.87,4,Savings,East,Online,1
135.5,15,36,8.73,0,0.77,3,Savings,Central,Mobile Banking,0
59.75,15,43,10.19,0,0.21,1,Savings,West,POS,0
122.92,19,43,16.27,0,0.22,2,Savings,South,Online,0
782.73,2,28,19.46,0,0.26,5,Savings,Central,Online,0
135.7,5,37,22.5,0,0.81,2,Business,West,Mobile Banking,0
79.72,0,71,16.7,0,0.19,5,Business,North,Online,0
200.7,20,73,24.4,0,0.58,2,Current,South,Online,0
54.93,15,62,1.95,0,0.78,2,Savings,West,Mobile Banking,0
15.78,14,21,27.19,0,0.46,1,Savings,Central,Online,0
27.6,6,64,7.35,0,0.84,2,Savings,East,Mobile Banking,0
27.4,1,29,11.29,0,0.56,2,Savings,North,ATM,0
32.95,9,42,8.53,0,0.6,2,Current,Central,Online,0
29.89,14,73,9.69,0,0.68,2,Savings,South,Mobile Banking,0
204.82,5,27,5.04,0,0.85,3,Current,South,Mobile Banking,0
40.15,1,39,2.79,0,0.0,7,Savings,West,Online,0
84.83,23,24,1.66,0,0.39,2,Savings,South,Online,0
454.19,23,41,9.01,1,0.96,1,Savings,North,Online,1
128.48,16,19,2.01,0,0.1,4,Savings,West,Mobile Banking,0
220.26,0,49,4.22,0,0.23,4,Savings,West,Mobile Banking,0
37.83,0,38,2.15,0,0.57,1,Savings,Central,POS,0
42.71,3,24,1.73,0,0.86,6,Savings,South,Mobile Banking,0
8.35,19,25,32.11,0,0.1,0,Savings,Central,Online,0
37.01,15,70,16.81,0,0.0,5,Savings,North,Online,0
65.31,7,68,38.61,0,0.69,4,Savings,South,ATM,0
38.96,0,55,15.49,0,0.6,5,Savings,South,Mobile Banking,0
18.58,18,38,27.86,0,0.27,3,Savings,South,Online,0
25.71,10,25,12.16,0,0.96,3,Current,West,Online,0
123.53,16,74,9.32,0,0.56,5,Current,East,Mobile Banking,0
46.22,9,42,11.28,0,0.66,3,Current,East,ATM,0
90.6,11,45,5.79,0,0.38,3,Savings,South,Online,0
140.0,8,45,16.09,0,0.92,0,Savings,North,POS,0
234.49,6,71,34.12,0,0.28,1,Savings,Central,POS,0
8.02,11,48,22.87,0,0.75,5,Current,West,ATM,0
321.3,14,69,9.3,0,0.12,1,Savings,East,POS,0
197.72,7,53,46.16,0,0.54,4,Savings,Central,POS,0
17.06,16,42,63.42,0,0.58,7,Savings,North,Mobile Banking,0
413.63,4,69,10.19,0,0.19,4,Savings,South,ATM,0
507.34,13,73,30.0,0,0.32,2,Current,West,ATM,0
12.6,1,58,0.07,0,0.18,3,Current,North,Online,0
64.84,15,54,1.03,0,0.85,2,Savings,East,POS,0
328.19,16,55,0.34,0,0.66,8,Current,South,POS,0
275.87,2,68,22.25,1,0.45,5,Savings,Central,Online,0
40.8,22,29,1.25,0,0.56,4,Savings,South,Mobile Banking,0
46.98,0,54,0.26,0,0.34,2,Savings,East,POS,0
92.56,17,54,2.39,0,0.43,2,Business,West,Online,0
132.53,17,48,5.49,0,0.62,2,Savings,Central,Mobile Banking,0
192.6,3,35,9.37,0,0.21,1,Savings,North,Online,0
92.06,14,43,1.01,0,0.13,2,Savings,East,ATM,0
124.18,18,23,10.37,0,0.94,1,Business,East,Mobile Banking,0
275.25,18,26,4.28,0,0.24,1,Savings,Central,ATM,0
7.47,9,28,4.81,0,0.5,4,Savings,South,POS,0
58.19,4,48,25.88,0,0.76,3,Current,West,Online,0
249.9,18,72,65.05,0,0.56,4,Savings,South,ATM,0
451.15,10,63,9.35,0,0.63,3,Current,Central,ATM,0
143.36,6,73,5.82,0,0.16,3,Savings,Central,POS,0
151.91,4,19,40.2,0,0.39,3,Savings,East,ATM,0
22.67,19,46,10.41,1,0.69,5,Savings,West,POS,0
118.63,11,63,19.66,0,0.21,6,Current,East,ATM,0
152.12,18,74,8.01,0,0.48,2,Current,East,Online,0
55.54,14,68,3.4,0,0.59,0,Business,East,Online,0
62.73,11,59,15.96,0,0.79,5,Savings,North,Mobile Banking,0
94.73,3,22,16.4,0,0.22,7,Savings,East,Online,0
4.06,11,40,9.25,0,0.98,3,Savings,West,Mobile Banking,0
77.74,17,53,4.72,0,0.97,2,Savings,South,Online,0
47.51,16,24,26.74,0,0.01,6,Savings,Central,POS,0
79.35,18,73,4.83,0,0.37,2,Savings,East,Online,0
25.51,15,30,16.14,0,0.07,4,Savings,Central,POS,0
442.42,10,59,7.27,0,0.32,4,Business,East,Online,0
180.08,1,27,9.59,0,0.61,5,Business,North,POS,0
227.33,15,53,3.56,0,0.61,3,Savings,North,Online,0
311.34,0,33,15.73,0,0.1,3,Savings,East,POS,0
138.01,16,32,3.84,1,0.68,4,Current,Central,Online,0
18.19,17,70,9.97,0,0.85,4,Current,East,Online,0
154.05,12,60,5.97,0,0.63,3,Current,South,ATM,0
176.78,4,36,49.7,0,0.31,1,Savings,East,ATM,0
273.64,23,38,60.45,0,0.0,2,Savings,Central,POS,0
113.01,5,73,21.01,1,0.65,3,Savings,East,Mobile Banking,0
27.3,0,52,61.95,0,0.68,1,Business,Central,POS,0
66.75,9,32,1.81,0,0.71,4,Savings,East,Online,0
90.22,4,65,73.05,0,0.04,4,Current,East,POS,0
207.64,0,31,1.64,0,0.52,5,Savings,North,Online,0
169.16,22,46,8.05,0,0.41,5,Savings,West,POS,0
88.04,10,22,4.1,0,0.77,3,Savings,East,POS,0
861.24,23,66,46.14,0,0.72,2,Savings,Central,POS,0
186.17,23,35,15.15,0,0.95,4,Current,West,Mobile Banking,0
54.16,6,68,13.64,0,0.9,1,Business,West,Online,1
21.47,17,18,89.51,0,0.56,2,Current,South,POS,0
33.18,20,44,14.22,0,0.98,2,Current,South,Mobile Banking,0
56.46,19,44,15.58,0,0.15,3,Current,East,POS,0
35.03,20,42,0.69,0,0.01,4,Business,Central,POS,0
41.3,9,58,29.39,0,0.11,4,Current,East,POS,0
67.12,14,38,52.64,1,0.36,5,Current,Central,Mobile Banking,0
38.08,3,31,48.4,0,0.76,3,Savings,West,Mobile Banking,0
454.15,15,69,3.75,0,0.38,4,Current,North,Online,0
16.73,14,70,3.84,0,0.78,2,Savings,East,Mobile Banking,0
148.68,14,37,6.84,0,0.74,5,Savings,West,POS,0
105.66,11,45,5.57,1,0.79,6,Savings,East,POS,0
807.73,7,38,5.47,0,0.19,1,Business,Central,Mobile Banking,0
23.77,7,40,13.94,1,0.52,3,Savings,East,ATM,0
101.45,17,28,24.57,1,0.71,3,Savings,North,POS,0
697.81,5,73,41.41,0,0.28,1,Savings,East,Mobile Banking,0
401.25,4,19,1.05,1,0.84,2,Current,West,POS,0
339.73,1,37,4.89,0,0.78,0,Current,West,Online,0
59.66,11,41,4.42,0,0.12,4,Savings,West,POS,0
37.48,3,72,6.63,0,0.22,3,Savings,North,Mobile Banking,0
220.91,22,42,8.28,0,0.24,3,Current,North,POS,0
530.08,12,54,7.39,0,0.88,2,Current,North,POS,0
162.73,16,39,45.59,0,0.19,2,Savings,South,Online,0
169.55,15,41,8.62,0,0.62,3,Current,West,POS,0
65.7,8,32,12.03,0,0.06,3,Savings,West,Mobile Banking,0
293.49,0,29,20.71,0,0.55,4,Savings,North,Online,0
41.42,14,63,19.37,0,0.14,3,Savings,South,Mobile Banking,0
78.22,11,48,13.12,0,0.58,4,Business,South,ATM,0
110.83,4,60,29.58,0,0.37,4,Savings,North,Online,0
141.7,22,48,14.68,1,0.61,3,Business,South,ATM,0
55.52,23,70,31.16,0,0.39,2,Savings,North,POS,0
24.4,17,47,5.41,0,0.85,4,Business,West,POS,0
188.64,19,58,2.12,0,0.76,5,Current,East,Mobile Banking,0
68.11,1,37,25.68,0,0.84,6,Savings,West,Online,0
174.09,3,25,7.23,0,0.22,1,Savings,West,POS,0
33.53,14,61,15.79,0,0.15,3,Savings,Central,POS,0
131.22,5,47,20.05,0,0.56,3,Business,West,POS,0
152.11,21,52,5.93,0,0.87,2,Savings,Central,Online,0
10.64,11,38,10.55,0,0.11,5,Savings,South,Online,0
82.08,17,64,33.8,1,0.23,1,Current,North,POS,0
28.87,19,57,31.78,0,0.75,4,Current,South,POS,0
13.09,3,45,20.76,0,0.47,2,Savings,South,Online,0
920.24,0,56,21.58,0,0.6,3,Savings,East,POS,0
77.83,14,34,34.2,0,0.59,0,Current,North,POS,0
332.01,17,29,20.0,0,0.41,3,Savings,East,Online,0
58.78,13,69,6.22,0,0.71,2,Business,East,POS,0
228.83,2,67,1.93,0,0.85,4,Savings,East,ATM,0
285.61,14,35,8.22,0,0.91,2,Current,West,Online,0
181.09,4,64,1.37,0,0.05,5,Business,South,POS,0
127.57,23,72,1.85,0,0.55,5,Savings,North,Online,0
106.15,21,45,44.99,1,0.04,3,Current,West,POS,0
85.81,2,20,16.9,0,0.9,2,Savings,East,Online,0
530.51,21,68,28.62,0,0.43,1,Savings,East,Online,0
355.12,6,32,15.45,0,0.9,0,Current,East,POS,0
670.64,5,33,8.13,0,0.19,6,Savings,East,POS,0
26.55,21,39,0.38,0,0.16,3,Savings,Central,ATM,0
262.51,0,71,46.8,0,0.91,1,Business,Central,ATM,1
557.23,18,66,1.1,0,0.94,2,Savings,East,POS,0
39.99,6,48,14.13,0,0.77,3,Current,Central,Online,0
13.76,3,48,1.62,0,0.22,1,Business,North,POS,0
270.28,11,18,5.01,1,0.17,3,Current,East,ATM,0
170.89,19,28,3.08,0,0.75,0,Savings,Central,Online,0
368.82,22,23,12.1,0,0.63,3,Current,Central,Online,0
30.11,17,40,32.72,1,0.87,3,Savings,South,Online,2
317.21,8,26,15.14,0,0.28,6,Savings,South,Mobile Banking,0
45.04,18,69,16.37,0,0.3,4,Current,North,POS,0
35.74,21,33,35.94,0,0.73,3,Savings,East,Mobile Banking,0
35.89,3,55,20.76,1,0.27,1,Business,South,Mobile Banking,0
337.02,0,61,30.14,0,0.46,3,Savings,East,Online,0
218.84,8,36,8.08,0,0.52,3,Savings,South,Mobile Banking,0
148.08,14,62,30.08,0,0.67,7,Savings,East,POS,0
88.89,21,30,15.57,0,0.34,2,Current,Central,Mobile Banking,0
419.44,7,49,2.19,0,0.86,5,Savings,Central,POS,0
99.66,14,53,0.59,0,0.4,4,Savings,North,Mobile Banking,0
339.22,14,26,4.2,0,0.04,1,Savings,West,ATM,0
115.65,17,63,7.13,0,0.07,1,Current,Central,POS,0
94.62,6,63,27.26,0,0.97,2,Savings,South,POS,0
124.23,21,66,20.28,0,0.62,7,Current,East,Online,0
71.73,17,54,46.64,0,0.49,3,Current,East,Mobile Banking,0
275.36,15,48,12.29,0,0.87,2,Savings,North,Online,0
139.72,1,48,20.66,0,0.72,3,Current,Central,POS,0
52.85,3,72,4.83,0,0.18,0,Savings,West,Mobile Banking,0
459.67,19,36,17.07,0,0.01,7,Savings,West,Online,0
96.87,15,19,18.37,0,0.98,4,Savings,West,Online,0
156.86,2,62,28.3,0,0.63,2,Savings,West,POS,0
473.9,23,49,11.53,0,0.48,3,Savings,Central,POS,0
195.76,22,60,15.7,0,0.94,1,Savings,Central,ATM,0
24.86,1,51,3.4,0,0.37,5,Savings,West,Online,0
562.12,2,18,20.02,0,0.72,5,Business,East,POS,0
197.62,4,38,27.34,0,0.67,4,Current,East,Mobile Banking,0
81.57,1,20,13.51,0,0.68,5,Current,East,POS,0
30.0,18,44,1.84,0,0.68,3,Current,South,POS,0
316.0,23,61,5.63,0,0.01,3,Business,Central,ATM,0
193.56,19,24,9.68,0,0.82,2,Current,East,Mobile Banking,0
152.48,1,50,16.96,0,0.92,8,Current,Central,ATM,0
448.66,1,26,5.79,0,0.45,2,Current,West,Mobile Banking,0
310.8,21,47,27.52,0,0.56,2,Current,Central,ATM,0
32.9,23,35,6.97,0,0.32,4,Savings,West,Online,0
74.71,22,73,0.66,0,0.79,1,Business,North,Mobile Banking,0
57.13,19,43,23.7,0,0.74,3,Savings,Central,POS,0
272.47,17,37,15.5,1,0.74,1,Current,South,Mobile Banking,0
6.82,19,55,24.29,0,0.73,1,Current,Central,Online,0
168.74,20,58,6.44,0,0.22,2,Savings,Central,POS,0
287.48,13,72,0.27,0,0.11,4,Current,East,Online,0
418.73,14,48,1.15,0,0.31,3,Savings,North,Online,0
83.73,11,25,1.78,0,0.58,2,Savings,East,Online,0
344.36,10,40,24.53,0,0.4,2,Savings,West,ATM,0
23.45,10,67,5.38,0,0.25,2,Savings,North,POS,0
374.75,6,42,92.48,0,0.02,0,Savings,North,POS,0
27.28,11,64,21.31,0,0.12,3,Current,North,Online,0
101.26,15,18,13.79,0,0.11,2,Current,Central,ATM,0
319.2,4,63,61.67,0,0.96,4,Savings,East,Mobile Banking,0
32.48,1,35,5.7,0,0.78,5,Current,West,Mobile Banking,0
52.08,21,36,2.72,0,0.12,3,Savings,Central,POS,0
256.21,15,68,20.05,0,0.47,4,Current,South,Online,0
254.62,22,59,4.89,0,0.65,1,Current,South,Online,0
204.97,14,69,48.68,0,0.96,3,Business,South,Mobile Banking,1
236.8,10,70,66.43,0,0.27,2,Current,East,POS,0
156.49,5,23,39.14,0,0.26,1,Current,Central,Online,0
58.02,12,34,43.44,0,0.57,1,Savings,North,POS,0
84.84,18,63,14.34,0,0.86,3,Savings,Central,POS,0
40.08,9,62,17.67,0,0.28,8,Savings,Central,Mobile Banking,0
478.18,23,25,1.48,0,0.13,2,Savings,North,POS,0
175.12,18,71,21.6,0,0.27,2,Savings,South,POS,0
102.45,4,59,3.39,0,0.45,2,Current,North,POS,0
123.98,20,26,27.52,0,0.36,2,Current,South,Online,0
588.56,6,54,48.87,0,0.86,3,Savings,Central,Online,1
33.29,10,72,3.58,0,0.94,4,Current,South,POS,0
176.49,13,44,1.22,0,0.38,1,Savings,North,Online,0
141.0,22,53,9.92,0,0.82,1,Savings,West,Mobile Banking,0
189.07,20,23,23.52,0,0.07,2,Savings,South,POS,0
3.66,15,23,22.09,0,0.55,3,Savings,East,Online,0
411.34,17,62,17.9,0,0.83,3,Savings,Central,Mobile Banking,0
538.0,20,21,25.78,0,0.42,6,Savings,North,ATM,0
166.54,22,39,2.89,0,0.14,2,Savings,North,Online,0
238.57,22,57,15.83,0,0.28,5,Current,West,Online,0
511.49,3,44,13.96,0,0.49,1,Current,South,POS,0
245.68,0,54,2.5,1,0.84,4,Savings,Central,POS,0
33.1,21,19,8.03,0,0.75,5,Current,Central,Online,0
171.74,14,26,28.71,0,0.08,1,Current,South,ATM,0
186.64,13,28,53.53,0,0.55,4,Savings,Central,POS,0
110.37,18,37,16.42,0,0.87,2,Savings,East,Online,0
266.7,4,69,38.25,0,0.58,4,Savings,South,Online,0
544.74,3,60,2.12,0,0.06,2,Savings,East,Online,0
519.58,12,56,55.37,0,0.82,4,Current,East,POS,0
119.87,17,31,0.51,0,0.91,1,Current,North,POS,0
24.04,11,43,11.24,0,0.39,6,Savings,Central,Online,0
837.83,22,55,5.16,0,0.31,2,Savings,Central,Mobile Banking,0
365.14,20,47,25.22,0,0.54,7,Business,West,POS,0
26.63,14,53,3.68,0,0.98,5,Current,Central,POS,0
507.26,22,55,0.17,1,0.84,2,Current,South,ATM,0
407.88,8,52,8.03,0,0.81,2,Current,East,Online,0
146.31,3,72,0.99,0,0.19,4,Savings,South,POS,0
178.94,4,23,5.14,0,0.9,4,Savings,Central,POS,0
101.83,8,20,15.48,0,0.56,5,Savings,South,Online,0
11.26,12,18,5.24,0,0.92,1,Savings,Central,Online,0
81.65,9,70,4.23,0,0.65,1,Savings,West,Mobile Banking,0
324.76,15,35,2.54,0,0.83,2,Current,West,ATM,0
0.93,12,40,2.18,0,0.17,3,Current,Central,Online,0
81.14,3,49,11.19,0,0.71,3,Savings,South,POS,0
101.56,20,46,17.16,0,0.26,6,Savings,East,Online,0
154.18,12,40,9.04,1,0.17,3,Savings,Central,Online,0
504.79,20,53,1.98,0,0.57,0,Business,West,Online,0
85.04,7,23,15.65,0,0.6,4,Savings,North,Mobile Banking,0
85.22,12,34,12.22,0,0.49,4,Current,Central,Mobile Banking,0
267.5,14,35,7.2,0,0.09,3,Business,North,Online,0
120.38,19,48,6.01,0,0.24,7,Current,North,Online,0
50.88,19,23,3.03,0,0.24,6,Savings,East,ATM,0
120.46,12,51,2.37,0,0.31,2,Savings,West,POS,0
30.36,22,61,6.2,0,0.63,2,Savings,Central,Online,0
38.81,4,61,0.64,0,0.44,5,Current,North,Online,0
137.98,21,44,8.61,0,0.97,2,Current,West,Online,0
108.58,21,53,13.8,0,0.02,0,Business,West,POS,0
492.66,5,65,42.62,0,0.22,1,Savings,West,Mobile Banking,0
90.01,4,69,14.75,0,0.57,4,Current,West,Online,0
173.78,12,59,14.68,0,0.88,2,Business,West,Online,1
200.08,4,42,7.04,0,0.03,3,Current,West,Online,0
2.64,12,27,2.15,0,0.88,3,Current,South,POS,0
217.85,23,56,8.88,0,0.51,10,Savings,South,Online,0
39.21,19,63,13.69,0,0.79,3,Savings,West,POS,0
649.2,22,56,19.31,0,0.95,3,Current,South,POS,0
32.19,7,29,26.24,0,0.22,2,Savings,Central,Online,0
107.1,8,28,4.43,0,0.59,1,Current,East,Online,0
17.84,20,66,4.14,0,0.88,3,Savings,South,Mobile Banking,0
1153.62,18,60,12.5,0,0.84,1,Savings,South,Online,1
139.51,19,70,12.52,0,0.52,0,Savings,North,POS,0
180.96,14,20,3.69,0,0.95,4,Current,East,Online,0
13.89,21,68,13.28,0,0.71,4,Savings,West,Online,0
277.23,9,39,6.37,0,0.52,2,Savings,West,Online,0
47.12,10,21,15.3,0,0.06,4,Savings,West,Online,0
456.66,4,25,5.16,1,0.49,2,Current,Central,Online,0
45.92,8,31,13.46,0,0.42,2,Current,North,POS,0
42.31,10,37,21.94,0,0.31,4,Current,East,POS,0
7.45,18,41,58.8,1,0.94,2,Current,South,POS,1
127.76,1,31,36.3,0,0.93,2,Business,North,Online,2
166.41,5,45,10.5,0,0.34,5,Savings,South,ATM,0
13.59,22,33,10.05,0,0.44,1,Savings,Central,Mobile Banking,0
298.8,20,49,8.64,0,0.75,5,Business,North,Online,0
120.77,0,64,0.42,0,0.84,2,Savings,North,Mobile Banking,0
148.63,2,29,2.72,1,0.11,5,Current,South,Online,0
116.24,2,33,0.92,0,0.49,2,Savings,North,Online,0
102.42,13,69,17.88,0,0.91,1,Savings,East,ATM,0
164.03,19,36,8.0,0,0.66,5,Savings,South,ATM,0
33.74,21,22,0.99,0,0.54,4,Current,West,Online,0
40.16,4,29,17.6,0,0.72,3,Current,Central,POS,0
395.79,16,46,15.51,0,0.66,5,Savings,South,Online,0
584.18,14,22,19.09,0,0.94,2,Savings,West,POS,0
93.46,5,59,13.74,0,0.91,4,Savings,South,Mobile Banking,0
63.15,13,34,2.64,0,0.4,3,Savings,Central,Online,0
